513,180
1201,313
1503,789
121,31
264,112
485,172
885,231
1445,714
283,139
444,192
157,11
364,89
652,164
1341,585
236,91
298,95
370,81
453,112
136,16
873,37
180,27
99,17
1235,382
181,64
22,2
587,225
181,23
537,131
180,8
193,87
360,136
208,98
422,135
66,0
50,2
481,57
404,144
8,0
304,24
179,36
604,394
153,73
179,43
125,16
350,111
54,17
389,174
209,69
12,2
959,272
22,0
74,12
123,41
261,117
95,17
47,9
60,5
67,12
28,8
91,7
104,22
44,7
67,13
55,5
111,34
100,24
584,153
90,7
27,4
64,1
61,6
104,39
52,14
138,19
73,9
59,14
27,1
64,6
34,7
196,25
190,9
6,0
2,0
75,5
2,0
4,0
4,0
16,1
12,0
15,0
0,0
0,0
5,0
4,0
4,0
2,0
2,0
189,58
92,28
5,1
43,6
83,10
6,2
22,1
34,5
60,9
59,9
42,3
12,0
38,3
22,4
4,0
63,17
4,0
281,98
8,0
21,3
71,4
7,0
23,4
32,8
24,7
20,0
26,1
37,3
22,1
32,0
6,0
19,2
27,5
14,0
42,5
19,4
4,0
32,1
397,135
14,0
26,1
4,0
10,5
53,13
36,5
40,7
42,9
27,2
17,0
34,1
33,2
6,0
6,0
7,1
24,2
28,0
10,0
11,0
21,0
10,0
38,8
10,1
14,3
15,0
33,3
13,0
42,2
11,0
28,5
25,2
11,0
6,0
19,2
15,3
15,1
32,3
13,1
14,0
22,2
4,0
6,0
180,55
14,0
19,0
12,0
14,1
12,0
4,0
10,0
18,0
10,0
15,0
10,0
2,0
13,0
3,0
2,0
4,0
4,0
8,0
3,1
30,0
11,0
2,0
12,0
2,0
2,0
14,0
3,0
6,0
4,0
10,1
11,1
20,0
0,0
10,0
11,0
8,0
0,0
10,2
4,0
50,4
29,2
8,0
4,1
34,11
0,0
8,0
6,0
0,0
4,0
10,0
7,2
10,0
4,0
4,0
4,0
6,0
4,0
12,0
8,0
2,0
0,0
54,16
4,0
4,0
2,0
4,0
6,0
8,0
7,0
8,0
10,3
4,0
11,0
26,1
17,0
20,4
12,2
20,2
4,0
6,0
18,2
8,0
4,0
22,0
4,0
18,4
12,0
2,0
4,0
14,2
10,0
8,0
2,0
8,2
14,3
4,1
6,0
4,0
4,0
6,1
10,1
4,0
4,0
4,0
4,0
4,0
8,1
6,0
4,0
4,0
4,0
6,0
4,0
5,0
6,0
4,0
2,0
2,0
8,0
24,3
0,0
0,0
