513,87
1201,179
1503,466
121,3
264,13
485,86
885,125
1445,166
283,33
444,87
157,21
364,57
652,195
1341,661
236,60
298,37
370,63
453,72
136,25
873,98
180,17
99,2
1235,465
181,33
22,2
587,137
181,35
537,90
180,21
193,32
360,32
208,48
422,112
66,2
50,1
481,38
404,57
8,2
304,20
179,19
604,189
153,42
179,25
125,17
350,105
54,0
389,98
209,37
12,2
959,248
22,0
74,7
123,15
261,64
95,12
47,11
60,2
67,6
28,1
91,20
104,17
44,5
67,6
55,10
111,16
100,27
584,48
90,3
27,3
64,4
61,4
104,20
52,14
138,22
73,9
59,3
27,0
64,7
34,2
196,29
190,22
6,0
2,0
75,4
2,0
4,0
4,0
16,0
12,0
15,1
0,0
0,0
5,0
4,0
4,0
2,0
2,0
189,42
92,16
5,1
43,4
83,16
6,1
22,2
34,0
60,3
59,6
42,6
12,1
38,8
22,2
4,0
63,11
4,0
281,95
8,0
21,1
71,6
7,0
23,2
32,2
24,1
20,2
26,2
37,2
22,0
32,3
6,0
19,3
27,1
14,0
42,3
19,0
4,0
32,8
397,179
14,0
26,0
4,0
10,2
53,0
36,3
40,1
42,4
27,2
17,3
34,1
33,4
6,0
6,0
7,0
24,1
28,5
10,0
11,1
21,0
10,2
38,2
10,1
14,0
15,1
33,3
13,0
42,3
11,1
28,0
25,1
11,0
6,0
19,2
15,0
15,0
32,4
13,0
14,2
22,2
4,0
6,0
180,38
14,1
19,3
12,1
14,2
12,1
4,0
10,5
18,1
10,0
15,2
10,0
2,0
13,1
3,0
2,0
4,0
4,0
8,0
3,0
30,2
11,0
2,0
12,0
2,0
2,0
14,1
3,0
6,0
4,0
10,1
11,0
20,0
0,0
10,0
11,1
8,0
0,0
10,3
4,0
50,1
29,0
8,0
4,0
34,0
0,0
8,0
6,0
0,0
4,0
10,1
7,1
10,0
4,0
4,0
4,0
6,0
4,0
12,3
8,1
2,0
0,0
54,14
4,0
4,0
2,0
4,0
6,0
8,0
7,1
8,0
10,0
4,0
11,3
26,1
17,0
20,1
12,1
20,2
4,0
6,0
18,2
8,0
4,0
22,0
4,0
18,1
12,0
2,0
4,0
14,2
10,1
8,0
2,0
8,0
14,0
4,0
6,0
4,0
4,0
6,0
10,0
4,0
4,0
4,0
4,1
4,0
8,0
6,0
4,0
4,0
4,0
6,0
4,0
5,0
6,0
4,0
2,0
2,0
8,1
24,1
0,0
0,0
