-112,1
-85,1
-46,1
-44,1
-42,4
-41,1
-40,1
-38,3
-37,2
-36,2
-35,3
-34,4
-33,3
-32,6
-31,6
-30,9
-29,9
-28,12
-27,16
-26,15
-25,30
-24,32
-23,38
-22,48
-21,81
-20,124
-19,158
-18,241
-17,313
-16,471
-15,788
-14,1091
-13,1576
-12,2392
-11,3712
-10,7563
-9,8575
-8,11748
-7,15901
-6,20448
-5,25640
-4,27260
-3,28050
-2,27018
-1,25273
0,22727
1,12748
2,10012
3,8764
4,7832
5,7190
6,6539
7,6040
8,5760
9,5249
10,4920
11,4512
12,4332
13,4051
14,3781
15,3804
16,3507
17,3272
18,3272
19,3005
20,2827
21,2822
22,2631
23,2463
24,2396
25,2419
26,2204
27,2121
28,2029
29,2003
30,1933
31,1828
32,1778
33,1664
34,1696
35,1599
36,1482
37,1460
38,1502
39,1373
40,1440
41,1338
42,1296
43,1169
44,1187
45,1114
46,1107
47,1004
48,1078
49,1043
50,1044
51,967
52,915
53,897
54,863
55,910
56,857
57,722
58,782
59,769
60,763
61,710
62,738
63,664
64,690
65,654
66,710
67,623
68,609
69,581
70,611
71,556
72,585
73,539
74,541
75,506
76,540
77,526
78,485
79,472
80,515
81,448
82,426
83,443
84,444
85,410
86,402
87,421
88,409
89,389
90,365
91,370
92,380
93,368
94,356
95,322
96,335
97,364
98,307
99,293
100,287
101,341
102,286
103,292
104,290
105,306
106,282
107,264
108,291
109,273
110,286
111,288
112,232
113,254
114,273
115,267
116,247
117,238
118,241
119,202
120,221
121,181
122,216
123,205
124,185
125,221
126,210
127,158
128,176
129,200
130,186
131,206
132,169
133,188
134,168
135,190
136,150
137,165
138,150
139,172
140,168
141,170
142,169
143,135
144,143
145,170
146,136
147,129
148,118
149,144
150,128
151,154
152,120
153,123
154,130
155,119
156,131
157,139
158,133
159,103
160,112
161,110
162,108
163,119
164,115
165,108
166,102
167,118
168,103
169,87
170,102
171,82
172,114
173,102
174,79
175,73
176,95
177,91
178,83
179,81
180,106
181,77
182,84
183,70
184,81
185,86
186,88
187,84
188,63
189,84
190,81
191,66
192,74
193,82
194,74
195,70
196,67
197,63
198,54
199,78
200,76
201,62
202,59
203,60
204,66
205,52
206,58
207,68
208,55
209,55
210,55
211,48
212,43
213,59
214,45
215,47
216,56
217,65
218,42
219,47
220,47
221,44
222,40
223,59
224,46
225,39
226,38
227,42
228,51
229,51
230,38
231,40
232,36
233,43
234,41
235,46
236,47
237,29
238,39
239,34
240,48
241,34
242,32
243,30
244,33
245,37
246,28
247,41
248,35
249,37
250,34
251,33
252,30
253,33
254,42
255,20
256,25
257,37
258,29
259,26
260,20
261,25
262,24
263,25
264,26
265,33
266,38
267,34
268,27
269,28
270,23
271,29
272,22
273,22
274,24
275,25
276,29
277,21
278,28
279,21
280,24
281,19
282,25
283,33
284,22
285,25
286,26
287,13
288,20
289,19
290,23
291,17
292,17
293,19
294,24
295,10
296,21
297,24
298,22
299,8
300,17
301,10
302,19
303,16
304,12
305,12
306,17
307,14
308,12
309,11
310,21
311,13
312,19
313,17
314,16
315,14
316,18
317,16
318,11
319,12
320,17
321,16
322,11
323,17
324,17
325,7
326,21
327,10
328,13
329,18
330,23
331,15
332,9
333,15
334,9
335,10
336,14
337,15
338,13
339,14
340,10
341,16
342,16
343,6
344,6
345,8
346,4
347,6
348,11
349,8
350,10
351,13
352,3
353,9
354,7
355,9
356,7
357,10
358,16
359,8
360,9
361,7
362,4
363,5
364,5
365,6
366,9
367,4
368,10
369,9
370,8
371,6
372,6
373,4
374,7
375,8
376,4
377,5
378,7
379,12
380,5
381,7
382,3
383,5
384,4
385,9
386,1
387,6
388,5
389,4
390,3
391,3
392,6
393,5
394,7
395,6
396,6
397,6
398,8
399,2
400,8
401,4
402,3
403,3
404,1
405,1
406,2
407,3
408,6
409,4
410,4
411,5
412,3
413,1
414,3
415,4
416,9
417,2
418,2
419,6
420,2
421,4
422,1
423,4
424,5
425,6
426,5
427,4
428,2
429,2
430,5
431,4
432,5
433,2
434,2
435,4
436,2
437,3
438,4
439,4
440,4
441,2
442,3
443,3
445,2
447,5
448,4
449,1
450,2
451,3
452,6
453,3
454,4
455,2
456,2
457,1
458,5
459,2
460,6
461,2
462,4
463,6
464,2
465,4
466,5
467,3
468,3
469,1
470,1
471,1
472,4
473,3
474,2
475,3
476,1
477,4
478,2
479,1
480,6
481,1
482,2
483,2
484,3
485,2
486,1
487,2
488,1
489,4
490,2
493,4
494,2
496,2
497,1
498,2
499,1
500,1
501,3
502,1
503,3
504,2
506,3
507,3
508,1
509,1
510,2
511,5
513,1
514,1
515,1
517,3
518,2
519,1
520,2
521,1
522,5
523,2
524,1
525,2
526,1
528,1
530,2
531,1
536,4
537,1
543,2
544,1
546,2
547,1
552,2
553,2
555,2
557,1
559,2
561,1
562,1
563,1
566,3
569,3
570,1
571,1
577,1
579,3
582,1
583,1
585,1
587,1
589,1
593,2
595,1
596,1
598,1
599,1
601,2
603,1
605,1
613,1
614,1
618,2
622,1
628,1
630,1
636,1
637,1
640,1
644,1
645,1
646,2
648,2
652,1
657,1
664,1
666,3
684,2
686,1
688,1
694,1
696,1
697,1
699,1
704,2
710,1
726,1
727,1
729,2
730,1
735,1
740,1
744,2
750,1
753,1
764,1
767,1
775,1
777,2
780,1
783,2
784,1
797,1
805,1
806,1
808,1
814,1
837,1
843,1
853,1
855,1
856,1
863,1
866,1
872,1
873,1
875,1
881,1
896,1
900,1
901,1
920,1
924,1
925,1
926,1
929,1
933,1
947,1
951,1
961,1
968,1
973,2
978,1
993,1
995,1
1000,1
1004,1
1017,1
1033,1
1054,1
1149,1
1151,1
1159,1
1167,1
1170,1
1174,1
1177,1
1180,1
1191,1
1288,1
1321,1
1350,1
1404,1
1444,1
1461,1
1496,1
1560,1
